% val error	% train error	
 1.5235e-02	 6.0742e-01	
 9.4098e-03	 4.0407e-01	
 8.1646e-03	 3.0750e-01	
 8.1914e-03	 2.7902e-01	
 7.8272e-03	 2.6626e-01	
 7.2075e-03	 2.4915e-01	
 6.9500e-03	 2.4169e-01	
 7.1895e-03	 2.3732e-01	
 7.2224e-03	 2.3574e-01	
 6.8444e-03	 2.3028e-01	
 6.9147e-03	 2.2023e-01	
 6.8637e-03	 2.1953e-01	
 7.0490e-03	 2.2029e-01	
 6.7817e-03	 2.1539e-01	
 6.7804e-03	 2.1486e-01	
 6.7408e-03	 2.1415e-01	
 6.7209e-03	 2.1067e-01	
 6.6440e-03	 2.1158e-01	
 6.7890e-03	 2.0952e-01	
 6.8211e-03	 2.1499e-01	
 6.6530e-03	 2.0812e-01	
 7.0633e-03	 2.0755e-01	
 6.7584e-03	 2.0658e-01	
 6.7310e-03	 2.0483e-01	
 6.6873e-03	 2.0589e-01	
 6.8079e-03	 2.0354e-01	
 6.7247e-03	 2.0465e-01	
 6.6902e-03	 2.0308e-01	
 7.3453e-03	 2.0352e-01	
 6.6707e-03	 2.0421e-01	
 6.7924e-03	 2.0062e-01	
 6.7026e-03	 1.9949e-01	
 6.7788e-03	 2.0062e-01	
 6.8223e-03	 1.9978e-01	
 6.6216e-03	 1.9858e-01	
 6.7065e-03	 1.9801e-01	
 6.7668e-03	 1.9843e-01	
 6.9961e-03	 1.9810e-01	
 6.8283e-03	 1.9472e-01	
 6.7977e-03	 1.9563e-01	
 6.6453e-03	 1.9515e-01	
 6.6536e-03	 1.9539e-01	
 6.7314e-03	 1.9503e-01	
 6.7268e-03	 1.9361e-01	
 6.7079e-03	 1.9130e-01	
 6.7719e-03	 1.9417e-01	
 6.7704e-03	 1.9325e-01	
 6.8612e-03	 1.9400e-01	
 6.8616e-03	 1.9402e-01	
 6.7981e-03	 1.9340e-01	
 6.7459e-03	 1.8978e-01	
 6.7912e-03	 1.8984e-01	
 7.1426e-03	 1.9427e-01	
 6.8368e-03	 1.8848e-01	
 6.8300e-03	 1.8985e-01	
 7.0911e-03	 1.9063e-01	
 6.7826e-03	 1.8914e-01	
 6.8808e-03	 1.8879e-01	
 6.9564e-03	 1.8783e-01	
 6.8171e-03	 1.8587e-01	
 6.8610e-03	 1.8578e-01	
 7.2829e-03	 1.8642e-01	
 7.0077e-03	 1.8629e-01	
 6.8973e-03	 1.8794e-01	
 6.9621e-03	 1.8635e-01	
 7.0185e-03	 1.8653e-01	
 6.8017e-03	 1.8428e-01	
 6.9859e-03	 1.8940e-01	
 6.8955e-03	 1.8779e-01	
 7.8398e-03	 1.8484e-01	
 7.0012e-03	 1.8508e-01	
 6.9262e-03	 1.8252e-01	
 7.0813e-03	 1.8450e-01	
 6.9262e-03	 1.8369e-01	
 6.9489e-03	 1.8135e-01	
 7.1365e-03	 1.8204e-01	
 6.9739e-03	 1.8152e-01	
 7.0166e-03	 1.8185e-01	
 6.9928e-03	 1.8666e-01	
 7.2941e-03	 1.8249e-01	
 7.0895e-03	 1.7967e-01	
 7.7897e-03	 1.7870e-01	
 7.0684e-03	 1.8457e-01	
 7.2455e-03	 1.8313e-01	
 7.6240e-03	 1.7875e-01	
 7.0542e-03	 1.8007e-01	
 7.1354e-03	 1.8096e-01	
 7.1410e-03	 1.7882e-01	
 7.1298e-03	 1.7900e-01	
 7.1430e-03	 1.7850e-01	
 7.1648e-03	 1.7937e-01	
 7.5007e-03	 1.7646e-01	
 7.1084e-03	 1.7690e-01	
 7.3331e-03	 1.8206e-01	
 7.1409e-03	 1.7752e-01	
 7.5343e-03	 1.7781e-01	
 7.1999e-03	 1.7742e-01	
 7.2548e-03	 1.7585e-01	
 7.1665e-03	 1.7517e-01	
 7.2518e-03	 1.8105e-01	
