% train accuracy	% val accuracy	
 6.7695e+01	 8.5340e+01	
 8.5918e+01	 8.8656e+01	
 8.7168e+01	 8.9180e+01	
 8.8457e+01	 8.9354e+01	
 8.8691e+01	 8.9703e+01	
 8.9727e+01	 9.0052e+01	
 9.0176e+01	 9.1099e+01	
 9.0039e+01	 9.0052e+01	
 8.9902e+01	 9.0401e+01	
 9.0000e+01	 9.0925e+01	
 9.0625e+01	 9.1274e+01	
 9.0801e+01	 9.0925e+01	
 9.0586e+01	 9.1099e+01	
 9.0938e+01	 9.0925e+01	
 9.0938e+01	 9.1099e+01	
 9.1211e+01	 9.0576e+01	
 9.0957e+01	 9.1972e+01	
 9.0996e+01	 9.1623e+01	
 9.1172e+01	 9.0576e+01	
 9.0977e+01	 9.1099e+01	
 9.1484e+01	 9.1798e+01	
 9.1113e+01	 9.1274e+01	
 9.1348e+01	 9.1449e+01	
 9.1758e+01	 9.1449e+01	
 9.1270e+01	 9.1798e+01	
 9.1523e+01	 9.1274e+01	
 9.1426e+01	 9.1449e+01	
 9.1562e+01	 9.1449e+01	
 9.1543e+01	 9.0576e+01	
 9.1445e+01	 9.1623e+01	
 9.1309e+01	 9.1099e+01	
 9.1699e+01	 9.1274e+01	
 9.1445e+01	 9.0925e+01	
 9.1484e+01	 9.0925e+01	
 9.1543e+01	 9.1623e+01	
 9.1738e+01	 9.1274e+01	
 9.1699e+01	 9.1623e+01	
 9.1738e+01	 9.1099e+01	
 9.2070e+01	 9.0750e+01	
 9.1895e+01	 9.0925e+01	
 9.1719e+01	 9.1449e+01	
 9.1738e+01	 9.2321e+01	
 9.1875e+01	 9.1449e+01	
 9.2109e+01	 9.1623e+01	
 9.1953e+01	 9.1623e+01	
 9.1816e+01	 9.0925e+01	
 9.2305e+01	 9.0750e+01	
 9.1758e+01	 9.1099e+01	
 9.1895e+01	 9.1099e+01	
 9.2051e+01	 9.1449e+01	
 9.2266e+01	 9.1274e+01	
 9.2246e+01	 9.1099e+01	
 9.1953e+01	 9.0925e+01	
 9.2324e+01	 9.1798e+01	
 9.1953e+01	 9.1449e+01	
 9.1973e+01	 9.0925e+01	
 9.2031e+01	 9.1798e+01	
 9.2070e+01	 9.1099e+01	
 9.1914e+01	 9.1274e+01	
 9.2266e+01	 9.1798e+01	
 9.2188e+01	 9.1623e+01	
 9.2441e+01	 9.0401e+01	
 9.2090e+01	 9.0576e+01	
 9.1992e+01	 9.1449e+01	
 9.2168e+01	 9.1623e+01	
 9.2051e+01	 9.0925e+01	
 9.2070e+01	 9.1798e+01	
 9.2148e+01	 9.0925e+01	
 9.2109e+01	 9.1274e+01	
 9.2383e+01	 9.0052e+01	
 9.2363e+01	 9.0750e+01	
 9.2559e+01	 9.2147e+01	
 9.2207e+01	 9.0750e+01	
 9.2422e+01	 9.1449e+01	
 9.2461e+01	 9.1798e+01	
 9.2207e+01	 9.1449e+01	
 9.2441e+01	 9.1623e+01	
 9.2480e+01	 9.1623e+01	
 9.1816e+01	 9.1623e+01	
 9.2090e+01	 9.0750e+01	
 9.2520e+01	 9.0925e+01	
 9.2578e+01	 9.0052e+01	
 9.2207e+01	 9.0401e+01	
 9.2324e+01	 9.0925e+01	
 9.2363e+01	 9.0576e+01	
 9.2188e+01	 9.1274e+01	
 9.2559e+01	 9.1099e+01	
 9.2520e+01	 9.1798e+01	
 9.2480e+01	 9.1798e+01	
 9.2539e+01	 9.0750e+01	
 9.2578e+01	 9.1099e+01	
 9.2559e+01	 9.0576e+01	
 9.2832e+01	 9.1449e+01	
 9.2305e+01	 9.0750e+01	
 9.2246e+01	 9.1274e+01	
 9.2676e+01	 9.0750e+01	
 9.2656e+01	 9.1274e+01	
 9.2695e+01	 9.0925e+01	
 9.2910e+01	 9.1099e+01	
 9.2246e+01	 9.1099e+01	
